date.added.to.catalog	pubmedid	first.author	date	journal	link	study	disease.trait	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	snp.gene.ids	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	snps	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	11q23.1	11	111300984	intergenic	"COLCA1, COLCA2"			"399948, 120376"			rs3802842-?	rs3802842		3802842	intron_variant	0	0.29	4.00E-07	6.397940009		1.11	[1.06-1.15]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	15q13.3	15	32702555	"CRAC1, HMPS, GREM1"	SCG5 - GREM1	6447	26585		5458	15419	rs4779584-?	rs4779584		4779584	intergenic_variant	0	0.18	5.00E-07	6.301029996		1.12	[1.08-1.19]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	18q21.1	18	48927093	SMAD7	SMAD7			4092			rs4939827-?	rs4939827		4939827	intron_variant	0	0.52	2.00E-10	9.698970004		1.12	[1.09-1.16]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	20p12.3	20	6718948	BMP2	CASC20 - LOC105372516	101929244	105372516		190489	11843	rs4813802-G	rs4813802		4813802	regulatory_region_variant	0	0.34	7.00E-06	5.15490196		1.1	[1.05-1.14]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	2q32.3	2	191722478	NABP1	LOC105373810 - LOC105373811	105373810	105373811		1880	13687	rs11903757-C	rs11903757		11903757	intergenic_variant	0	0.16	4.00E-08	7.397940009		1.16	[1.10-1.22]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	1q25.3	1	183112059	LAMC1	LAMC1			3915			rs10911251-A	rs10911251		10911251	intron_variant	0	0.57	9.00E-08	7.045757491		1.09	[1.06-1.13]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	12p13.32	12	4279105	CCND2	CCND2			894			rs3217810-T	rs3217810		3217810	intron_variant	0	0.16	6.00E-08	7.22184875		1.2	[1.12-1.28]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	12p13.32	12	4296223	CCND2	CCND2			894			rs3217901-G	rs3217901		3217901	intron_variant	0	0.41	3.00E-07	6.522878745		1.1	[1.06-1.14]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	12q24.21	12	114678547	TBX3	TBX3			6926			rs59336-T	rs59336		59336	intron_variant	0	0.48	4.00E-07	6.397940009		1.09	[1.06-1.13]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	1q23.3	1	162851501	C1orf110	C1orf110			339512			rs1912453-?	rs1912453		1912453	3_prime_UTR_variant	0	0.41	9.00E-06	5.045757491		1.07	[1.04-1.11]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	4q22.2	4	93965880	intergenic	ATOH1 - LOC101929210	474	101929210		135889	151940	rs13130787-?	rs13130787		13130787	intergenic_variant	0	0.43	3.00E-07	6.522878745		1.09	[1.06-1.13]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	6q22.1	6	117498194	"DCBLD1, GOPC"	DCBLD1			285761			rs2057314-?	rs2057314		2057314	intron_variant	0	0.5	3.00E-06	5.522878745		1.08	[1.04-1.11]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	8q24.21	8	129807793	intergenic	GSDMC - FAM49B	56169	51571		20905	31800	rs2128382-?	rs2128382		2128382	intergenic_variant	0	0.82	8.00E-06	5.096910013		1.11	[1.06-1.16]	"Affymetrix, Illumina [2708280] (imputed)"
2/19/2013	23266556	Peters U	12/21/2012	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	"12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls"	"958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls"	14q23.1	14	58722643	intergenic	DACT1 - LOC102723725	51339	102723725		74322	26107	rs17094983-?	rs17094983		17094983	regulatory_region_variant	0	0.13	3.00E-06	5.522878745		1.13	[1.08-1.20]	"Affymetrix, Illumina [2708280] (imputed)"
8/15/2011	21761138	Peters U	7/15/2011	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/21761138	Meta-analysis of new genome-wide association studies of colorectal cancer risk.	Colorectal cancer	"2,906 European ancestry cases, 3,416 European ancestry controls"	"8,161 European ancestry cases, 9,101 European ancestry controls"	18q21.1	18	48927093	SMAD7	SMAD7			4092			rs4939827-?	rs4939827		4939827	intron_variant	0	0.51	1.00E-07	7		1.14	[1.08-1.18]	Illumina [378739]
8/15/2011	21761138	Peters U	7/15/2011	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/21761138	Meta-analysis of new genome-wide association studies of colorectal cancer risk.	Colorectal cancer	"2,906 European ancestry cases, 3,416 European ancestry controls"	"8,161 European ancestry cases, 9,101 European ancestry controls"	15q13.3	15	32702555	"GREM1, SCG5"	SCG5 - GREM1	6447	26585		5458	15419	rs4779584-?	rs4779584		4779584	intergenic_variant	0	0.19	2.00E-08	7.698970004		1.18	[1.11-1.24]	Illumina [378739]
8/15/2011	21761138	Peters U	7/15/2011	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/21761138	Meta-analysis of new genome-wide association studies of colorectal cancer risk.	Colorectal cancer	"2,906 European ancestry cases, 3,416 European ancestry controls"	"8,161 European ancestry cases, 9,101 European ancestry controls"	8q23.3	8	116618444	EIF3H	LOC105375712 - EIF3H	105375712	8667		3145	26372	rs16892766-?	rs16892766		16892766	intergenic_variant	0	0.08	4.00E-07	6.397940009		1.24	[1.14-1.34]	Illumina [378739]
8/15/2011	21761138	Peters U	7/15/2011	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/21761138	Meta-analysis of new genome-wide association studies of colorectal cancer risk.	Colorectal cancer	"2,906 European ancestry cases, 3,416 European ancestry controls"	"8,161 European ancestry cases, 9,101 European ancestry controls"	11q23.1	11	111300984	LOC120376	"COLCA1, COLCA2"			"399948, 120376"			rs3802842-?	rs3802842		3802842	intron_variant	0	0.28	4.00E-07	6.397940009		1.14	[1.08-1.20]	Illumina [378739]
8/15/2011	21761138	Peters U	7/15/2011	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/21761138	Meta-analysis of new genome-wide association studies of colorectal cancer risk.	Colorectal cancer	"2,906 European ancestry cases, 3,416 European ancestry controls"	"8,161 European ancestry cases, 9,101 European ancestry controls"	12q24.21	12	115453598	MED13L	LOC105370003			105370003			rs7315438-?	rs7315438		7315438	intergenic_variant	0	0.58	6.00E-06	5.22184875		1.11	[1.06-1.15]	Illumina [378739]
2/28/2010	20101243	Petersen GM	1/24/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20101243	"A genome-wide association study identifies pancreatic cancer susceptibility loci on chromosomes 13q22.1, 1q32.1 and 5p15.33."	Pancreatic cancer	"3,851 European, Chinese and other ancestry cases, 3,934 European, Chinese and other ancestry controls"	NA	13q22.1	13	73342491	"KLF12, KLF5"	RNU6-66P - LINC00393	100873770	100874156		229473	114408	rs9543325-C	rs9543325		9543325	regulatory_region_variant	0	0.37	3.00E-11	10.52287875		1.26	[1.18-1.35]	Illumina [551766]
2/28/2010	20101243	Petersen GM	1/24/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20101243	"A genome-wide association study identifies pancreatic cancer susceptibility loci on chromosomes 13q22.1, 1q32.1 and 5p15.33."	Pancreatic cancer	"3,851 European, Chinese and other ancestry cases, 3,934 European, Chinese and other ancestry controls"	NA	1q32.1	1	200038304	NR5A2	NR5A2			2494			rs3790844-T	rs3790844		3790844	intron_variant	0	0.76	2.00E-10	9.698970004		1.3	[1.19-1.41]	Illumina [551766]
2/28/2010	20101243	Petersen GM	1/24/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20101243	"A genome-wide association study identifies pancreatic cancer susceptibility loci on chromosomes 13q22.1, 1q32.1 and 5p15.33."	Pancreatic cancer	"3,851 European, Chinese and other ancestry cases, 3,934 European, Chinese and other ancestry controls"	NA	5p15.33	5	1321972	CLPTM1L	CLPTM1L			81037			rs401681-T	rs401681		401681	intron_variant	0	0.45	7.00E-07	6.15490196		1.19	[1.11-1.27]	Illumina [551766]
7/12/2013	23535730	Pharoah PD	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535730	GWAS meta-analysis and replication identifies three new susceptibility loci for ovarian cancer.	Ovarian cancer	"3,769 European ancestry cases, 4,396 European ancestry controls"	"211 East Asian ancestry cases, 972 East Asian ancestry controls, 39,674 European ancestry individuals, 106 Malaysian ancestry cases, 106 Malaysian ancestry controls"	9p22.2	9	16915023	NR	BNC2 - LOC105375983	54796	105375983		44185	99055	rs3814113-?	rs3814113		3814113	intergenic_variant	0	0.68	4.00E-29	28.39794001	(All invasive)	1.21	[1.17-1.25]	Illumina [2508744] (imputed)
7/12/2013	23535730	Pharoah PD	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535730	GWAS meta-analysis and replication identifies three new susceptibility loci for ovarian cancer.	Ovarian cancer	"3,769 European ancestry cases, 4,396 European ancestry controls"	"211 East Asian ancestry cases, 972 East Asian ancestry controls, 39,674 European ancestry individuals, 106 Malaysian ancestry cases, 106 Malaysian ancestry controls"	9p22.2	9	16915023	NR	BNC2 - LOC105375983	54796	105375983		44185	99055	rs3814113-?	rs3814113		3814113	intergenic_variant	0	0.68	4.00E-32	31.39794001	(Serious invasive)	1.28	[1.23-1.33]	Illumina [2508744] (imputed)
7/12/2013	23535730	Pharoah PD	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535730	GWAS meta-analysis and replication identifies three new susceptibility loci for ovarian cancer.	Ovarian cancer	"3,769 European ancestry cases, 4,396 European ancestry controls"	"211 East Asian ancestry cases, 972 East Asian ancestry controls, 39,674 European ancestry individuals, 106 Malaysian ancestry cases, 106 Malaysian ancestry controls"	8q24.21	8	128531703	MYC	LINC00824			101927774			rs10088218-?	rs10088218		10088218	intron_variant	0	0.87	3.00E-12	11.52287875	(All invasive)	1.18	[1.13-1.24]	Illumina [2508744] (imputed)
7/12/2013	23535730	Pharoah PD	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535730	GWAS meta-analysis and replication identifies three new susceptibility loci for ovarian cancer.	Ovarian cancer	"3,769 European ancestry cases, 4,396 European ancestry controls"	"211 East Asian ancestry cases, 972 East Asian ancestry controls, 39,674 European ancestry individuals, 106 Malaysian ancestry cases, 106 Malaysian ancestry controls"	8q24.21	8	128531703	NR	LINC00824			101927774			rs10088218-?	rs10088218		10088218	intron_variant	0	0.87	1.00E-17	17	(Serious invasive)	1.29	[1.21-1.36]	Illumina [2508744] (imputed)
7/12/2013	23535730	Pharoah PD	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535730	GWAS meta-analysis and replication identifies three new susceptibility loci for ovarian cancer.	Ovarian cancer	"3,769 European ancestry cases, 4,396 European ancestry controls"	"211 East Asian ancestry cases, 972 East Asian ancestry controls, 39,674 European ancestry individuals, 106 Malaysian ancestry cases, 106 Malaysian ancestry controls"	2q31.1	2	176177905	NR	HAGLR			401022			rs2072590-?	rs2072590		2072590	non_coding_transcript_exon_variant	0	0.32	5.00E-11	10.30103	(All invasive)	1.11	[1.08-1.15]	Illumina [2508744] (imputed)
7/12/2013	23535730	Pharoah PD	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535730	GWAS meta-analysis and replication identifies three new susceptibility loci for ovarian cancer.	Ovarian cancer	"3,769 European ancestry cases, 4,396 European ancestry controls"	"211 East Asian ancestry cases, 972 East Asian ancestry controls, 39,674 European ancestry individuals, 106 Malaysian ancestry cases, 106 Malaysian ancestry controls"	2q31.1	2	176177905	NR	HAGLR			401022			rs2072590-?	rs2072590		2072590	non_coding_transcript_exon_variant	0	0.32	3.00E-10	9.522878745	(Serious invasive)	1.13	[1.09-1.18]	Illumina [2508744] (imputed)
7/12/2013	23535730	Pharoah PD	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535730	GWAS meta-analysis and replication identifies three new susceptibility loci for ovarian cancer.	Ovarian cancer	"3,769 European ancestry cases, 4,396 European ancestry controls"	"211 East Asian ancestry cases, 972 East Asian ancestry controls, 39,674 European ancestry individuals, 106 Malaysian ancestry cases, 106 Malaysian ancestry controls"	3q25.31	3	156689208	NR	TIPARP			25976			rs7651446-?	rs7651446		7651446	intron_variant	0	0.05	2.00E-29	28.69897	(All invasive)	1.44	[1.35-1.54]	Illumina [2508744] (imputed)
7/12/2013	23535730	Pharoah PD	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535730	GWAS meta-analysis and replication identifies three new susceptibility loci for ovarian cancer.	Ovarian cancer	"3,769 European ancestry cases, 4,396 European ancestry controls"	"211 East Asian ancestry cases, 972 East Asian ancestry controls, 39,674 European ancestry individuals, 106 Malaysian ancestry cases, 106 Malaysian ancestry controls"	3q25.31	3	156689208	NR	TIPARP			25976			rs7651446-?	rs7651446		7651446	intron_variant	0	0.05	2.00E-34	33.69897	(Serious invasive)	1.59	[1.48-1.71]	Illumina [2508744] (imputed)
7/12/2013	23535730	Pharoah PD	4/1/2013	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535730	GWAS meta-analysis and replication identifies three new susceptibility loci for ovarian cancer.	Ovarian cancer	"3,769 European ancestry cases, 4,396 European ancestry controls"	"211 East Asian ancestry cases, 972 East Asian ancestry controls, 39,674 European ancestry individuals, 106 Malaysian ancestry cases, 106 Malaysian ancestry controls"	19p13.11	19	17278895	NR	BABAM1			29086			rs8170-?	rs8170		8170	synonymous_variant	0	0.19	2.00E-07	6.698970004	(All invasive)	1.11	[1.07-1.15]	Illumina [2508744] (imputed)
