date.added.to.catalog	PUBMEDID	first.author	date	journal	link	STUDY	DISEASE/TRAIT	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	SNP_GENE_IDS	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	SNPS	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc	CNV
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	6p22.3	6	20679478	CDKAL1	CDKAL1			54901			rs7756992-G	rs7756992		7756992	intron_variant	0	0.26	2.00E-26	25.69897		1.2	[1.16-1.25]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	2q24.3	2	164645339	GRB14	GRB14 - LOC101929615	2888	101929615		23489	8044	rs3923113-A	rs3923113		3923113	intergenic_variant	0	0.61	2.00E-06	5.698970004		1.04	[1.00-1.09]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	9q21.31	9	79290675	TLE4	LOC101927450 - CHCHD2P9	101927450	645345		145009	100592	rs17791513-A	rs17791513		17791513	intergenic_variant	0	0.93	3.00E-08	7.522878745		1.21	[1.13-1.31]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	10q23.33	10	92703125	"HHEX, IDE"	HHEX - EXOC6	3087	54536		7474	131588	rs1111875-C	rs1111875		1111875	regulatory_region_variant	0	0.58	3.00E-19	18.52287875		1.15	[1.11-1.19]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	10p13	10	12265895	CDC123	CDC123 - CAMK1D	8872	57118		15305	83622	rs11257655-T	rs11257655		11257655	regulatory_region_variant	0	0.23	3.00E-09	8.522878745		1.06	[1.01-1.11]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	11q13.4	11	72722053	"CENTD2, ARAP1"	ARAP1			116985			rs1552224-A	rs1552224		1552224	5_prime_UTR_variant	0	0.83	1.00E-07	7		1.13	[1.08-1.19]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	11p15.4	11	2825839	KCNQ1	KCNQ1			3784			rs163184-G	rs163184		163184	intron_variant	0	0.5	2.00E-14	13.69897		1.09	[1.04-1.13]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	7p15.1	7	28156794	JAZF1	JAZF1			221895			rs849135-G	rs849135		849135	intron_variant	0	0.52	2.00E-09	8.698970004		1.12	[1.08-1.17]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	11p15.1	11	17387083	KCNJ11	KCNJ11			3767			rs5215-C	rs5215		5215	missense_variant	0	0.38	3.00E-11	10.52287875		1.08	[1.04-1.12]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	7p21.2	7	14858657	DGKB	DGKB			1607			rs17168486-T	rs17168486		17168486	intron_variant	0	0.19	3.00E-07	6.522878745		1.13	[1.07-1.19]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	6p21.2	6	39316274	KCNK16	"KCNK16, LOC105375047"			"83795, 105375047"			rs1535500-T	rs1535500		1535500	missense_variant	0	0.59	8.00E-06	5.096910013		1.13	[1.08-1.19]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	3q27.3	3	186948673	ST64GAL1	ST6GAL1			6480			rs16861329-C	rs16861329		16861329	intron_variant	0	0.85	9.00E-06	5.045757491		1.03	[0.96-1.10]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	11q14.3	11	92975544	MTNR1B	MTNR1B			4544			rs10830963-G	rs10830963		10830963	intron_variant	0	0.27	2.00E-07	6.698970004		1.11	[1.06-1.16]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	1q32.3	1	213981376	PROX1	PROX1-AS1			100505832			rs2075423-G	rs2075423		2075423	non_coding_transcript_exon_variant	0	0.66	2.00E-06	5.698970004		1.08	[1.04-1.12]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	20q13.12	20	44360627	HNF4A	HNF4A			3172			rs4812829-A	rs4812829		4812829	intron_variant	0	0.16	5.00E-08	7.301029996		1.07	[1.01-1.12]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	19q13.32	19	45655255	GIPR	EML2 - GIPR	24139	2696		9654	12938	rs8108269-G	rs8108269		8108269	downstream_gene_variant	0	0.3	5.00E-06	5.301029996		1.06	[1.02-1.11]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	12q14.3	12	65818538	HMGA2	RPSAP52			204010			rs2261181-T	rs2261181		2261181	intron_variant	0	0.09	4.00E-08	7.397940009		1.16	[1.10-1.23]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	13q31.1	13	80143021	SPRY2	LOC105370275			105370275			rs1359790-G	rs1359790		1359790	intergenic_variant	0	0.73	6.00E-06	5.22184875		1.1	[1.05-1.14]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	15q26.1	15	89831025	AP3S2	"AP3S2, C15orf38-AP3S2"			"10239, 100526783"			rs2028299-C	rs2028299		2028299	3_prime_UTR_variant	0	0.29	5.00E-07	6.301029996		1.04	[1.00-1.09]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	16q12.2	16	53785257	FTO	FTO			79068			rs9936385-C	rs9936385		9936385	intron_variant	0	0.39	1.00E-12	12		1.13	[1.09-1.18]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	9p24.2	9	4287466	GLIS3	GLIS3			169792			rs7041847-A	rs7041847		7041847	intron_variant	0	0.5	5.00E-06	5.301029996		1.05	[1.01-1.09]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	3q27.2	3	185793899	IGF2BP2	IGF2BP2			10644			rs4402960-T	rs4402960		4402960	intron_variant	0	0.31	1.00E-17	17		1.13	[1.09-1.17]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	3p25.2	3	12351626	PPARG	PPARG			5468			rs1801282-C	rs1801282		1801282	missense_variant	0	0.88	6.00E-10	9.22184875		1.16	[1.10-1.23]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	17q12	17	37738049	HNF1B	HNF1B			6928			rs4430796-G	rs4430796		4430796	intron_variant	0	0.53	9.00E-10	9.045757491		1.13	[1.07-1.09]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	15q26.1	15	91000846	PRC1	VPS33B			26276			rs12899811-G	rs12899811		12899811	non_coding_transcript_exon_variant	0	0.3	6.00E-07	6.22184875		1.09	[1.04-1.13]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	9p21.3	9	22134095	"CDKN2A, CDKN2B"	CDKN2B-AS1 - DMRTA1	100048912	63951		12998	312746	rs10811661-T	rs10811661		10811661	intergenic_variant	0	0.82	1.00E-27	27		1.18	[1.13-1.24]	"Affymetrix, Illumina [2500000] (imputed)"	N
